data/hora;idade;genero;situacao_conjugal;situacao_empregaticia;estado_reside;ies;nome_curso;nivel_ensino;data_inicio_ curso;tipo_ies;local_estudante;migrou_virtual;ies_fechou_dorm;situação_durante_pandemia;data_fechamento;residencia_atual;moradia_atual_permanente;morando_com; convive_risco_relevante;quarentena_imposta;vivenciou;acesso_servicos_saude;acesso_internet;capacidade_prosseguir_estudos;capacidade_socializacao ;bem_estar_psicologico;qualidade_de_vida;aulas_durante_pandemia;acesso_professores;acesso_infra_ies;espaco_físico;disposicao_atividades;desempenho_escolar;ies_reinicio;data_reinico;vacinado;dificuldades_academicas;despesas;renda_financeira;ajuda_financeira;nivel_endividamento;despesas_cresceram;dificuldades_financeiras; decisao_fechar;ies_positivo;ies_melhorar;ies_ajudar;nivel_ansiedade;ansiedade_planejamento;ansiedade_longo_prazo;detalhes_finais
25/03/2022;31;Feminino;Solteiro(a);Bolsista;SP;UNESP;Pós-Graduação em Educação para a Ciência;Doutorado;01/03/2019;Pública;Outra cidade;Sim;Não sei;;10/04/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Sozinho(a);Não;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;Pior que antes;Pior do que antes;Muito pior do que antes;Muito pior do que antes;Foi muito difícil ficar distante das pessoas e ainda está sendo, não me sinto a vontade para retornar as atividades presenciais sem máscara ou distanciamento, tenho um certo pânico/fobia social (não diagnosticado, é apenas uma percepção);Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);01/04/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;diminuiu minha capacidade de concentração, meu interesse pelas aulas e pela universidade, me senti muito isolada e com pouca disposição para estudar;Aumentaram;Está mais ou menos a mesma;Não;Aumentaram;Viagens/deslocamentos, Aluguel, Alimentação;Continuo recebendo o mesmo valor da bolsa, mas o custo de vida aumentou MUITO nesses dois anos, principalmente em relação à alimentação;De forma oportuna e prudente;acredito que a unesp comunicou de forma clara os alunos e seguiu as recomendações de segurança ;gostaria que tivesse discutido mais com a comunidade sobre o EAD, que tivesse sido planejado com mais cuidado e não as pressas ;se tivessem fornecido auxilio financeiro e material aos estudantes que não tinham condições de acesso à internet, na pós-graduação isso foi bem falho;Pior do que antes;Muito pior do que antes;Muito pior do que antes;
25/03/2022;26;Masculino;União Estável/Vivendo junto;Bolsista;SP;UNESP;Pós-Graduação em Ciência de Materiais;Doutorado;10/03/2018;Pública;Outra cidade;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Não;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;O mesmo de antes;O mesmo de antes;Pior do que antes;;Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Está mais ou menos a mesma;Não;Diminuiram;Transporte urbano, Alimentação;;De forma oportuna e prudente;;;;Pior do que antes;Pior do que antes;O mesmo de antes;
25/03/2022;22;Feminino;Solteiro(a);Desempregado(a);SP;UNESP;Licenciatura em Matemática;Graduação;25/04/2022;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;O mesmo de antes;O mesmo que antes;O mesmo de antes;Pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Piorou;Ficou mais ou menos o mesmo;Melhorou;Ficou mais ou menos a mesma;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);25/04/2022;Sim vacinado com duas doses ou com vacina de dose única;;Aumentaram;Diminuiu;Não;Estão mais ou menos as mesmas;Relacionadas com saúde, Viagens/deslocamentos, Transporte urbano, Alimentação;;De forma oportuna e prudente;Uso de máscara e álcool em gel ;;;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;
25/03/2022;37;Masculino;Casado(a);Empregado(a);SP;UNESP;Bacharelado em Ciência da Computação;Mestrado;09/03/2020;Pública;Local;Sim;Não sei;O fechamento da creche (CCI) da Unesp atrapalhou o andamento dos estudos em casa, pois uma criança de 3 anos requer muita a atenção dos pais. A criança não entende que os pais não podem brincar com ela naquele momento porque estão estudando ou trabalhando em home office.;24/03/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;Muito pior do que antes;O mesmo de antes;Pior do que antes;;Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);06/03/2020;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Está mais ou menos a mesma;Não;Aumentaram;Viagens/deslocamentos, Transporte urbano, Aluguel, Alimentação;;De forma oportuna e prudente;Seguiu as orientações sanitárias estabelecidas pelo comitê de saúde responsável.;;;Muito melhor do que antes;Melhor do que antes;O mesmo de antes;"Moro com minha família em um apartamento com cerca de 40 m2 de área útil. Somos um casal de adultos mais uma criança que começou a pandemia 2 anos, fez seu aniversário de 3 e logo completará 4. Todos em casa tivemos COVID-19, foi antes de surgirem as vacinas, felizmente ficamos todos bem. 

O mais difícil da pandemia foi conciliar a vida profissional, vida acadêmica e vida de pais, pois crianças nesta idade não tem maturidade para entender a situação em que nos encontramos, nem os sacrifícios que precisamos fazer. "
25/03/2022;48;Masculino;Casado(a);Empregado(a);SP;UNESP;Pós-Graduação em Docência para a Educação Básica;Mestrado;01/03/2019;Pública;Outra cidade;Sim;Não sei;todo atendimento e aulas se tornaram virtuais;01/05/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Não;Dificuldades para viajar/se deslocar;Melhor do que antes;Muito melhor do que antes;Pior do que antes;O mesmo de antes;O mesmo de antes;Toda minha familia pegou a covid. O fechamento da sociedade prejudicou a saúde mental e a mobilidade e acesso aos ambientes culturais e atividade física, isso prejudicou muito o bem-estar e saúde, tanto física quanto mental.;Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);15/02/2022;Sim vacinado com duas doses ou com vacina de dose única;x;Diminuiram;Diminuiu;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Alimentação;durante a pandemia eu perdi trabalhos, em razão do fechamento comercial e financeiro pelo Estado, que consequentemente reduziu a renda mensal e como alternativa desta redução, também reduzi as despesas e usei parte da reserva financeira.;De forma oportuna e prudente;não tem a opção ideal para mim, mas seria que não deveria fechar, por um tempo tão longo (quase 2 anos).;ter aberto as aulas presenciais bem antes.;x;O mesmo de antes;Pior do que antes;Muito pior do que antes;
25/03/2022;55;Feminino;Viúvo(a);Aposentada;SP;UNESP;Pós-Graduação em Educação para a Ciência;Pós-doutorado;07/03/2022;Pública;Local;Sim;Não se aplica;Meu ingresso foi em 2022, portanto não tenho vivência academia durante a pandemia.;17/03/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Não;Não se aplica / Não sabe / Não se lembra;Muito pior do que antes;O mesmo que antes;O mesmo de antes;Pior do que antes;Pior do que antes;"Aposentei-me em 01.02.2020, passei pelo confinamento junto com meu marido. Foram dias difíceis, de pouca ou quase nenhuma convivência social. Mesmo com a 3a. dose da vacina, ainda tenho insegurança sem as máscaras e a volta ao ""normal"". Infelizmente, em 19.11.2021, meu esposo foi vítima de um atropelador irresponsável e veio a falecer. Desde então conto com acompanhamento psicológico profissional. Em 2022 ingressei como mestranda no Curso de Pós-Graduação. Sinto falta da convivência acadêmica, mas tenho preocupação em me expor ao vírus e as consequências da doença.";Melhoraram;Melhorou;Melhorou;Melhorou;Aumentou;Aumentou;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Não tenho a contribuir.;Aumentaram;Diminuiu;Não;Aumentaram;Relacionadas com saúde, Internet, Alimentação, Outras (não relacionadas);As contas fixas, como água, luz, internet, telefone, plano de saúde, despesas de mercado, impostos (IPCA e IPTU), combustível e o gás de cozinha tiveram aumento substancial, enquanto que o salário recebeu apenas aumento do desconto previdenciário (SPPREV). O valor da pensão sofreu redução de 70%.;De forma oportuna e prudente;Fortaleceu a comunicação com os estudantes, através de email e outras redes sociais.;Meu ingresso foi em 2022, portanto não tenho vivência academia durante a pandemia.;Não tenho nenhuma sugestão.;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;Penso que ainda não vivemos um momento de vida tranquilidade em relação a COVID19. Os últimos 2 anos foram difíceis, tenho preocupação que os obscurantista anti-vacinas coloquem tudo a perder. 
26/03/2022;43;Masculino;Casado(a);Empregado(a);SP;UNESP;Pós-Graduação em Psicologia ;Doutorado;01/04/2021;Pública;Outra cidade;Sim;Não sei;Aulas online ;17/03/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Sim;Sim;Dificuldades para viajar/se deslocar;Pior do que antes;O mesmo que antes;O mesmo de antes;O mesmo de antes;Pior do que antes;Crises de ansiedade ;Foram mais ou menos o mesmo;Piorou;Pioraram;Piorou;Ficou mais ou menos a mesma;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);01/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Troca de conhecimento com os colegas ;Aumentaram;Diminuiu;Não;Estão mais ou menos as mesmas;Relacionadas com saúde, Transporte urbano, Alimentação;Inflação ;De forma oportuna e prudente;Aulas online ;Não sei ;Não sei ;Pior do que antes;Pior do que antes;Pior do que antes;
26/03/2022;35;Feminino;União Estável/Vivendo junto;Empregado(a);SP;UNESP;Pós-Graduação em Educação para a Ciência;Mestrado;07/03/2022;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Ajuda ou assistência de pessoas desconhecidas;Muito pior do que antes;Melhor do que antes;Melhor do que antes;O mesmo de antes;O mesmo de antes;;Pioraram;Piorou;Pioraram;Melhorou;Aumentou;Aumentou;Em parte (apenas algumas atividades  presenciais retornaram);07/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Alimentação, Outras (não relacionadas);;De forma oportuna e prudente;O que tinha de conhecimento no momento.;Tudo que foi disponibilizado foi de grande auxilio.;Tudo foi bem planejado e executado.;O mesmo de antes;Melhor do que antes;Pior do que antes;
26/03/2022;26;Masculino;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP ;Licenciatura em Física;Graduação;01/03/2016;Pública;Local;Sim;Sim;Sou da cidade de minha instituição, mas me mudei para outra cidade durante a pandemia.;1/1/0001;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Não;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;O mesmo de antes;O mesmo que antes;Pior do que antes;Pior do que antes;Pior do que antes;O acesso a saúde e a internet em meu caso sempre foi satisfatório. Minha situação emocional, contudo, foi sensivelmente afetada neste momento.;Foram mais ou menos o mesmo;Melhorou;Ficou mais ou menos o mesmo;Melhorou;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Minhas dificuldades acadêmicas teriam ocorrido independentemente da pandemia, porém, elas foram potencializadas devido ao ensino remoto e poderiam ter sido diagnosticadas com maior agilidade no ensino presencial. ;Diminuiram;Diminuiu;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano;Apesar de não possuir uma grande renda própria, minha família possui uma boa estabilidade financeira, por isso não tenho problemas de natureza financeira.;De forma oportuna e prudente;Forneceu equipamentos aos alunos que não tinham acesso, permitiu uma maior flexibilização no trancamento e suspensão de matrículas, permitiu o acesso a acervos virtuais, estendeu prazos de empréstimo de livros da biblioteca, forneceu diretrizes para os professores sobre o modo como proceder e manteve canais de comunicação e divulgação sobre a situação no campus.;"Acredito que a instituição tomou boas ações; provavelmente, o meu curso em específico poderia ter sido um pouco mais ágil no começo da pandemia (ainda que a continuidade das atividades no ensino remoto tenha ocorrido rapidamente já que em menos de um mês já havia professores dando continuidade aos seus conteúdos). Alguns professores demoraram muito mais para conseguir retomar as aulas, o que culminou em um calendário de disciplinas caótico.";Não, sinto que a instituição tomou boas ações.;Muito pior do que antes;Pior do que antes;Melhor do que antes;Não tenho nada mais a declarar. Uma de minhas dificuldades foi em relação ao meu trabalho de conclusão de curso, no qual eu também fiz uso de um formulário. O agravamento de minha saúde emocional se deve também em parte ao TCC, não somente pelo que o TCC representa, mas pela dificuldade que foi de conseguir coletar respostas. Espero que este formulário seja bem sucedido. Boa sorte.
27/03/2022;23;Feminino;Solteiro(a);Empregado(a);SP;FIJ;Psicologia;Graduação;02/02/2018;Privada;Local;Sim;Não se aplica;No início da pandemia as aulas eram por meio de materiais postados e realização de trabalhos, após isso migrou para as aulas síncronas, depois hibridas, até voltar presencialmente. Os estágios obrigatórios da grade, puderam ser feitos online com a autorização do Conselho Federal de Psicologia, mas iniciaram atrasados até esperar essa autorização.;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;Pior do que antes;O mesmo de antes;Pior do que antes;;Pioraram;Foi mais ou menos o mesmo;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);07/02/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Relacionadas com saúde;;De forma oportuna e prudente;;;;Pior do que antes;O mesmo de antes;Pior do que antes;
27/03/2022;40;Feminino;Casado(a);Empregado(a);SP;FIJ;Pós-Graduação em Psicologia ;Doutorado;01/02/2022;Pública;Outra cidade;Sim;Não se aplica;As aulas passaram a ser on line;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Não;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;Melhor do que antes;O mesmo de antes;Pior do que antes;;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Pioraram;Melhorou;Ficou mais ou menos a mesma;Aumentou;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Falta de convívio pessoal e aprofundado com alunos e professores. Falta de cumplicidade, proximidade física e construção de vínculos de amizade.;Aumentaram;Diminuiu;Não;Aumentaram;Relacionadas com saúde, Aluguel, Internet, Alimentação;;De forma oportuna e prudente;aulas on line disponibilizando textos e orientações diversas na plataforma do classroom;;;Muito pior do que antes;Pior do que antes;Pior do que antes;
27/03/2022;43;Masculino;Casado(a);Empregado(a);SP;UNESP;Pós-Graduação em Educação para a Ciência;Doutorado;19/01/2022;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;Pior do que antes;Muito pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Pioraram;Era mais ou menos o mesmo;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Relacionadas com saúde, Viagens/deslocamentos, Transporte urbano, Aluguel, Alimentação;;De forma oportuna e prudente;Ajustes necessários à manutenção dos serviços, sem que houvesse riscos desnecessários à saúde de todos.;;;O mesmo de antes;O mesmo de antes;Pior do que antes;
27/03/2022;19;LGBT;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP;Pós-Graduação em Psicologia ;Graduação;14/06/2021;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Pior do que antes;O mesmo que antes;Pior do que antes;Melhor do que antes;Pior do que antes;;Pioraram;Piorou;Ficou mais ou menos o mesmo;Piorou;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel, Internet, Alimentação;;De forma oportuna e prudente;;;;Pior do que antes;Melhor do que antes;Muito pior do que antes;
28/03/2022;41;Feminino;Casado(a);Empregado(a);SP;UNESP;Pós-Graduação em Docência para a Educação Básica;Mestrado;08/03/2022;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Ajuda ou assistência de pessoas desconhecidas;O mesmo de antes;Melhor do que antes;O mesmo de antes;O mesmo de antes;Pior do que antes;Muitas pessoas se sentiram isoladas e deprimidas durante a pandemia, principalmente no período de isolamento.;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Aumentou;Aumentou;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Diminuiu;Não;Diminuiram;Alimentação;Muitas empresas fecharam as portas e alguns cursos que seriam lançados foram cancelados, com isso a renda ficou bem menor.;De forma oportuna e prudente;Positivo, pois fechou no momento do auge da contaminação evitando assim a proliferação pandêmica.;Nada, pois todas providencias foram tomadas de acordo com o que poderiam ter feito de melhor e fizeram de fato.;Plantão de dúvidas a alunos em isolamento;Pior do que antes;Pior do que antes;Pior do que antes;Berenice Simões
29/03/2022;25;LGBT;Solteiro(a);Bolsista;SP;UNESP;Pós-Graduação em Educação para a Ciência;Mestrado;20/03/2021;Pública;Outra cidade;Sim;Não;;22/03/2020;;Sim;Família;Sim;Sim;Não se aplica / Não sabe / Não se lembra;Pior do que antes;O mesmo que antes;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;Tenho tido muita dificuldade em retomar a socialização, ainda que eu me esforce muito, parece uma tarefa muito difícil, pois sempre fico muito ansiosa com interações sociais e tenho vivido momentos bem depressivos por me sentir incapaz e com baixo desempenho.;Pioraram;Piorou;Pioraram;Era mais ou menos o mesmo;Diminuiu;Diminuiu;Não, ainda não retornou nenhuma atividade presencial;;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Com as aulas online, não me sentia totalmente presente na aula. Parecia que sempre tava dispersa, porque te m ocachorro, a familia, a comida, as noticias de familiares doentes, e muitas coisas que acabam por se sobrepor aos momentos da aula. Além de serem aulas extremamente cansativas, que mais pareciam monólogos, impossível não dar alguns cochilos na frente do notebook. Também não conseguia participar bem das aulas, pois me sinto muito exposta ao falar no mic e camera no Meet. É algo que acabou me retraindo um pouco e tenho sentido muita dificuldade de participar e socializar. Isso tudo tem feito com que eu não me sinta capaz e me desmotive bastante para continuar na pesquisa. ;Aumentaram;Diminuiu;Sim;Estão mais ou menos as mesmas;Relacionadas com saúde, Internet, Alimentação, Outras (não relacionadas);;Muito rapidamente;O mínimo que foi ter suspendido as aulas por 30 dias até que se resolvesse como seria, porém pouco foi discutido sobre as especificidades de algumas disciplinas, de práticas e de estágios a desejar. Colocou-se tudo no online com o objetivo de não atrasar os cursos. Isso logicamente tem um preço de formação precária a ser pago.;Planejando melhor como funcionaria cada disciplina no ensino online, de acordo com a especificidade de cada uma, e não ter feito todas da mesma forma como se tivesse transferindo a sala de aula para o computador. A Ufscar, por exemplo, fez um esquema desse que acabou atendendo as especificidades de cada disciplina e de cada curso. ;Ampliasse prazos de entregas de trabalhos, dissertações, teses. Fornecesse serviço de atendimento psicológico e auxílio aos estudantes de baixa renda que estão desempregados ou desamparados. Além disso, seria ótimo se a Unesp tomasse essa experiência de ensino online durante a pandemia para nunca mais cogitar a conversão da modalidade presencial para a online de alguns cursos. ;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;Não tive covid-19, moro com meus pais que já tem +50 anos. Minha mãe é diabética e hipertensa, meu pai é alcóolatra. Por minha mãe ser grupo de risco, nos trancamos em casa, somente ia eu e meu pai ao mercado a cada 2 semanas. Meu pai se contaminou, porém foi assintomático, descoberto por uma testagem em massa que estava sendo feita em algumas regiões da cidade. Passamos mais de 1 ano totalmente confinados. Isso me trouxe um receio de voltar a sair, tanto pelo medo das variantes do vírus, quanto por não saber mais socializar. Eu sou uma pessoa que desde cedo tenho muitos problemas com comunicação e passei a vida toda superando isso, mas sinto que com a pandemia regredi na socialização. Fico muito ansiosa para ter interações sociais, principalmente, em grupos de estudos, pior ainda no online. 
31/03/2022;25;Feminino;Solteiro(a);Bolsista;SP;UNESP;Educação Física ;Graduação;01/03/2017;Pública;Outra cidade;Sim;Sim;A faculdade decidiu transformar em aulas online, porém como temos três faculdades na universidade, cada uma começou as aulas em um momento diferente.;15/03/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Não;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Muito pior do que antes;Pior que antes;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;Precisei voltar a fazer terapia e tenho muito mais crises de ansiedade do que antes da pandemia.;Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Foi mais ou menos o mesmo;Em parte (apenas algumas atividades  presenciais retornaram);07/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Meu pai perdeu o emprego, então tudo ficou mais difícil financeiramente ;Aumentaram;Diminuiu;Não;Aumentaram;Relacionadas com saúde, Alimentação;A renda diminuiu e o valor das coisas aumentou ;De forma oportuna e prudente;Manteve aulas, então as coisas não atrasaram tanto.;Melhorado o meio de comunicação com os alunos. Os professores estavam impossíveis de fazer contato.;Melhorasse a comunicação com seus alunos.;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;Foi muito ruim. Tive dificuldade enorme de terminar minha graduação. Apenas não tranquei porque precisava me formar o quanto antes para começar a ganhar dinheiro e aliviar o lado dos meus pais.
18/04/2022;19;Feminino;Solteiro(a);Bolsista;SP;UNESP;Engenharia de Produção ;Graduação;15/02/2020;Pública;Outra cidade;Sim;Não sei;;16/03/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Não;Família;Sim;Sim;Não se aplica / Não sabe / Não se lembra;Pior do que antes;Pior que antes;O mesmo de antes;Pior do que antes;Melhor do que antes;;Pioraram;Piorou;Pioraram;Piorou;Diminuiu;Aumentou;Em parte (apenas algumas atividades  presenciais retornaram);25/04/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Diminuiu;Sim;Estão mais ou menos as mesmas;Relacionadas com saúde, Viagens/deslocamentos, Transporte urbano, Aluguel, Internet, Alimentação;;De forma oportuna e prudente;Agiu corretamente quando suspendeu as atividades presencias nos campus, além de adiar a data de seu vestibular durante um momento crítico da pandemia;Gostaria que a instituição contasse com um método mais eficiente para dar informações aos alunos;Não sei.;Pior do que antes;Melhor do que antes;O mesmo de antes;
18/04/2022;17;Masculino;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP;Engenharia Mecânica;Graduação;25/04/2022;Pública;Outra cidade;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;N/A ou Não Sabe;Pior do que antes;O mesmo de antes;;Pioraram;Piorou;Pioraram;Era mais ou menos o mesmo;Ficou mais ou menos a mesma;Diminuiu;Sim (retornou todas as atividades presenciais);25/04/2022;Sim vacinado com duas doses ou com vacina de dose única;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Transporte urbano, Alimentação;;De forma oportuna e prudente;;;;O mesmo de antes;O mesmo de antes;O mesmo de antes;
18/04/2022;22;Masculino;Solteiro(a);Bolsista;SP;UNESP;Engenharia Civil ;Graduação;04/04/2018;Pública;Outra cidade;Sim;Não sei;;13/03/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;Pior que antes;Pior do que antes;Pior do que antes;Muito pior do que antes;;Pioraram;Piorou;Pioraram;Era mais ou menos o mesmo;Diminuiu;Foi mais ou menos o mesmo;Não, ainda não retornou nenhuma atividade presencial;;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Internet, Alimentação, Outras (não relacionadas);;De forma oportuna e prudente;;;;Pior do que antes;Melhor do que antes;O mesmo de antes;
18/04/2022;21;Masculino;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP;Engenharia mecânica;Graduação;26/02/2019;Pública;Outra cidade;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Colega de quarto/República;Não;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Pior do que antes;O mesmo que antes;Pior do que antes;O mesmo de antes;Pior do que antes;;Pioraram;Piorou;Pioraram;Era mais ou menos o mesmo;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);25/04/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel, Alimentação;;Muito lentamente;;;;O mesmo de antes;O mesmo de antes;O mesmo de antes;
18/04/2022;23;Feminino;Solteiro(a);Estagiário(a);SP;UNESP;Engenharia Civil;Graduação;01/04/2017;Pública;Outra cidade;Sim;Não sei;;16/03/2019;Fora do campus, mas na mesma cidade da instituição de ensino;Não;Colega de quarto/República;Não;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;O mesmo de antes;Pior do que antes;Pior do que antes;;Pioraram;Foi mais ou menos o mesmo;Pioraram;Piorou;Diminuiu;Foi mais ou menos o mesmo;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Diminuiu;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel, Alimentação;;De forma oportuna e prudente;;;;Pior do que antes;Muito pior do que antes;Muito pior do que antes;
